post_url,info_flag,fact_check_flag
https://www.facebook.com/lemonde.fr/posts/10160271482817590,False,False
https://www.facebook.com/groups/473809623000471/permalink/1333200093728082,True,True
https://www.facebook.com/348876728932661/posts/1117706105383049,True,True
https://www.facebook.com/1731419227087083/posts/3066389266923399,True,False
https://www.facebook.com/groups/286260332497377/permalink/490283955428346,True,True
https://www.facebook.com/691911990845585/posts/3835629366473816,False,True
https://www.facebook.com/lemonde.fr/posts/10160175528462590,True,False
https://www.facebook.com/ONS/photos/a.262067707208424/4129880460427110,True,False
https://www.facebook.com/GLOBALWARMHOAX/posts/703515693474937,False,True
https://www.facebook.com/groups/112838178884350/permalink/1367892156712273,False,True
